drone_id,manufacturer,drone_model,missions,success_rate,avg_battery_health,avg_payload_utilization,downtime_hours,maintenance_cost_inr,revenue_inr,gross_margin_inr,missions_norm,success_rate_norm,avg_battery_health_norm,gross_margin_inr_norm,downtime_hours_norm,maintenance_cost_inr_norm,fleet_optimization_score
DRN-0553,Autel,EVO II Enterprise V3,7,100.0,93.25142857142858,44.39999999999999,32.9,5428.75,77719.22,68174.09,0.4615384615029586,0.99999999999,0.7705348034905828,0.5073254078037417,0.6097271648919369,0.7318596873544594,67.9995618314492
DRN-0612,DJI,Mavic 3 Enterprise,8,100.0,86.73375,33.72125,26.200000000000003,5050.5599999999995,79952.01000000001,69474.63,0.5384615384201183,0.99999999999,0.5489204352074492,0.5166674675952517,0.6892052194580165,0.7505394911471219,67.67344399058551
DRN-0625,DJI,Mavic 3 Enterprise,8,100.0,88.46625,28.84,32.3,5344.98,79815.32,68357.06,0.5384615384201183,0.99999999999,0.6078289697175169,0.5086397208429813,0.6168446026142723,0.7359973090888028,67.60019999446207
DRN-0288,Custom,PX4 Surveyor X8,5,100.0,94.524,16.73,3.8000000000000003,3323.42,65668.15000000001,59749.74,0.30769230766863903,0.99999999999,0.8138048282620264,0.4468114817387172,0.9549228944252085,0.8358475012014841,67.56407620043022
DRN-0641,DJI,Mavic 3 Enterprise,7,85.71428571428571,92.80571428571429,39.26285714285715,28.2,3866.3999999999996,93040.54000000001,84309.27,0.4615384615029586,0.8571428571342856,0.7553796084651108,0.6232278916233672,0.6654804270502316,0.8090282837093772,67.4622306144243
DRN-0117,Parrot,ANAFI USA,4,100.0,94.21000000000001,18.625,0.0,0.0,68454.65,64551.229999999996,0.2307692307514793,0.99999999999,0.8031281876639538,0.48130162173313273,1.0,1.0,67.44218601815895
DRN-0646,DJI,Mavic 3 Enterprise,6,100.0,94.14999999999999,46.05833333333334,21.7,2172.48,65710.66,59348.66,0.3846153845857988,0.99999999999,0.8010880652566781,0.4439304374485157,0.7425860023755328,0.89269547015129,67.39965171672723
DRN-0205,Autel,EVO II Enterprise V3,4,100.0,98.8325,22.6475,7.4,1523.86,60329.380000000005,56447.939999999995,0.2307692307514793,0.99999999999,0.9603026181244371,0.42309393901061376,0.9122182680911955,0.9247325264880435,67.38149413396798
DRN-0220,Autel,Autel Alpha,7,100.0,90.87714285714286,33.285714285714285,9.700000000000001,3179.05,56056.97,49103.48,0.4615384615029586,0.99999999999,0.6898042453741262,0.3703370961173901,0.8849347568222428,0.8429783171234988,67.35650629412359
DRN-0757,DJI,Matrice 400,6,100.0,88.79333333333334,17.315,11.6,2435.12,79201.76000000001,70126.45,0.3846153845857988,0.99999999999,0.6189504703405095,0.5213496314758721,0.862396204034847,0.8797229862989806,67.34921127086344
DRN-0627,DJI,Mavic 3 Enterprise,6,100.0,94.18833333333333,42.074999999999996,14.8,1729.85,59314.28,51531.93,0.3846153845857988,0.99999999999,0.8023914767946596,0.38778117711504667,0.824436536182391,0.9145581358821296,67.22403634985037
DRN-0639,Parrot,ANAFI USA,4,100.0,94.75999999999999,32.9525,0.0,0.0,63855.21,60278.880000000005,0.2307692307514793,0.99999999999,0.8218293097306413,0.4506124086752818,1.0,1.0,67.10891858800224
DRN-0593,DJI,Mavic 3 Enterprise,6,83.33333333333334,90.91833333333334,13.865,14.0,1470.07,95917.59,90234.79999999999,0.3846153845857988,0.833333333325,0.6912048055981683,0.665792253777846,0.8339264531455051,0.9273893567744269,67.1088464226266
DRN-0580,DJI,Mavic 3 Enterprise,7,85.71428571428571,91.07714285714285,26.937142857142856,23.2,5979.51,97342.57,87144.7,0.4615384615029586,0.8571428571342856,0.6966046533983761,0.6435953978858744,0.724792408069694,0.7046561950970045,67.0592157808062
DRN-0681,Custom,ArduPilot Long-Range VTOL,7,100.0,92.96857142857142,19.04,34.7,5179.73,86438.98,63540.07,0.4615384615029586,0.99999999999,0.7609170835705714,0.47403824099991176,0.5883748517249303,0.7441594434041932,67.03752834515103
DRN-0568,DJI,Mavic 3 Enterprise,6,100.0,89.005,17.37666666666667,11.1,2040.8,72843.17,65838.06,0.3846153845857988,0.99999999999,0.6261475688328407,0.4905451996327043,0.8683274021367933,0.8991994934290547,66.99777362805489
DRN-0497,DJI,Mavic 3 Enterprise,5,100.0,90.50399999999999,34.362,11.0,3202.66,80930.86,75360.88,0.30769230766863903,0.99999999999,0.6771166269745962,0.5589496730235934,0.8695136417571825,0.8418121568137477,66.93224775819736
DRN-0587,Parrot,ANAFI USA,5,100.0,92.97,17.698,10.2,1537.63,68360.51,62898.18,0.30769230766863903,0.99999999999,0.7609656579136019,0.46942740645459036,0.8790035587202966,0.9240523897889638,66.90563822540959
DRN-0395,Custom,ArduPilot Agro Hexa,5,100.0,93.966,24.654,15.2,1763.21,70234.87,63818.83,0.30769230766863903,0.99999999999,0.7948316898743679,0.47604063430383275,0.819691577700834,0.9129103972996098,66.89706348916454
DRN-0496,DJI,Mavic 3 Enterprise,6,100.0,95.05833333333334,11.043333333333331,34.4,6024.99,76207.93,69347.19,0.3846153845857988,0.99999999999,0.8319732517001484,0.515752038542835,0.5919335705860981,0.7024098176769502,66.84140895499964
DRN-0519,Autel,EVO II Enterprise V3,5,100.0,90.296,15.940000000000001,8.0,1479.2,75499.79000000001,69840.22,0.30769230766863903,0.99999999999,0.6700442026293765,0.5192935795481161,0.90510083036886,0.9269384019405418,66.81454263526027
DRN-0524,Custom,ArduPilot Agro Hexa,6,100.0,90.30666666666667,22.416666666666668,6.5,1575.8,61420.94,55336.69,0.3846153845857988,0.99999999999,0.6704068910573364,0.4151115901837301,0.9228944246746987,0.9221670725918779,66.813499393636
DRN-0768,Parrot,ANAFI USA,4,100.0,97.465,43.435,0.0,0.0,51594.57,48335.37,0.2307692307514793,0.99999999999,0.9138048282586263,0.3648195960432234,1.0,1.0,66.77269511328085
DRN-0744,Custom,PX4 Surveyor X8,4,100.0,93.10249999999999,22.54,0.0,0.0,69124.64,63679.47,0.2307692307514793,0.99999999999,0.7654709282296674,0.4750395813161931,1.0,1.0,66.75208631830586
DRN-0482,Custom,ArduPilot Agro Hexa,6,100.0,89.27666666666666,15.089999999999998,19.1,1723.1,74712.75,69210.05,0.3846153845857988,0.99999999999,0.6353847897324472,0.5147669322948091,0.7734282325056533,0.9148915362248158,66.75023511245847
DRN-0161,Custom,PX4 Surveyor X8,5,100.0,88.91,13.974,2.0,1362.28,74647.55,68876.54000000001,0.30769230766863903,0.99999999999,0.6229173750213219,0.5123712579125783,0.976275207592215,0.9327133898022995,66.70981249997104
DRN-0206,Custom,ArduPilot Agro Hexa,6,83.33333333333334,91.47333333333334,28.173333333333332,0.0,0.0,79188.52,71254.47,0.3846153845857988,0.833333333325,0.710075937865463,0.5294524428357834,1.0,1.0,66.68890587246759
DRN-0136,DJI,Matrice 400,4,100.0,96.66749999999999,11.21,5.8,1458.76,63506.82,57827.52,0.2307692307514793,0.99999999999,0.8866882012619279,0.43300376019809844,0.9311981020174235,0.9279479875708387,66.68134994945629
DRN-0117,DJI,Mavic 3 Enterprise,8,87.5,89.19125,49.47375,57.900000000000006,8537.4,117967.54000000001,107683.3,0.5384615384201183,0.87499999999125,0.6324804488054239,0.7911285988900008,0.31316725979462434,0.5783152465705661,66.66956600096465
DRN-0310,DJI,Mavic 3 Enterprise,5,100.0,90.772,31.375999999999998,20.900000000000002,3257.7200000000003,87696.68,80501.62,0.30769230766863903,0.99999999999,0.686229173727092,0.5958767190603219,0.7520759193386468,0.8390925978702959,66.61950186131675
DRN-0727,DJI,Mavic 3 Enterprise,8,100.0,89.25,38.64875,35.199999999999996,6984.62,73751.72,63236.39,0.5384615384201183,0.99999999999,0.6344780686625474,0.4718568419522195,0.5824436536229841,0.6550111553285201,66.51533864210799
DRN-0463,DJI,Mavic 3 Enterprise,5,100.0,90.62,13.953999999999999,8.5,1496.42,72232.44,66740.03,0.30769230766863903,0.99999999999,0.6810608636286618,0.49702424500627856,0.8991696322669138,0.9260878606218669,66.47084117179996
DRN-0511,DJI,Matrice 400,6,100.0,90.44,31.105,0.0,0.0,53793.08,44268.97,0.3846153845857988,0.99999999999,0.6749404964068363,0.3356097663292615,1.0,1.0,66.45168738708274
DRN-0410,Parrot,ANAFI USA,5,100.0,90.922,31.46,0.0,0.0,59400.87,55668.93,0.30769230766863903,0.99999999999,0.6913294797452794,0.4174981418815873,1.0,1.0,66.41221272527692
DRN-0712,DJI,Mavic 3 Enterprise,7,100.0,91.14999999999999,27.035714285714285,49.5,5714.139999999999,86954.37,78683.64,0.4615384615029586,0.99999999999,0.6990819448929244,0.5828177759599411,0.4128113879073213,0.7177635208656892,66.39797771331831
DRN-0673,DJI,Mavic 3 Enterprise,5,100.0,91.00399999999999,26.880000000000003,16.6,1748.02,77141.75,71460.98,0.30769230766863903,0.99999999999,0.6941176470352217,0.530935848780656,0.8030842230153845,0.9136606715522619,66.32193496052258
DRN-0487,Custom,ArduPilot Agro Hexa,6,100.0,81.415,26.35166666666667,15.9,2550.89,100593.83,92770.26,0.3846153845857988,0.99999999999,0.36807208431254446,0.6840050107241775,0.8113879003581093,0.874004799977088,66.30046909703321
DRN-0218,Custom,PX4 Surveyor X8,4,100.0,96.5775,9.7775,0.0,0.0,52648.81,48192.56,0.2307692307514793,0.99999999999,0.8836280176510157,0.36379376096023824,1.0,1.0,66.29952625250698
DRN-0714,Custom,ArduPilot Agro Hexa,6,83.33333333333334,90.47833333333334,24.560000000000002,5.6,2156.73,86858.94,80143.79999999999,0.3846153845857988,0.833333333325,0.6762439079448179,0.5933064206961054,0.933570581258202,0.8934734042842244,66.2615778148675
DRN-0242,DJI,Mavic 3 Enterprise,5,100.0,88.824,33.724000000000004,0.0,0.0,69538.89,62059.31,0.30769230766863903,0.99999999999,0.6199931995708944,0.46340162201327834,1.0,1.0,66.26023812529496
DRN-0694,DJI,Mavic 3 Enterprise,8,100.0,85.4875,35.58125,25.1,3675.73,67895.72,60789.380000000005,0.5384615384201183,0.99999999999,0.5065453927063397,0.45427944046481983,0.7022538552822983,0.818445979019002,66.26007660806245
DRN-0174,Custom,PX4 Surveyor X8,6,100.0,85.22333333333334,29.173333333333332,9.3,2577.54,78809.8,72958.98000000001,0.3846153845857988,0.99999999999,0.4975631871076429,0.541696306411857,0.8896797153037997,0.8726884860315198,66.17299813244234
DRN-0152,Autel,EVO II Enterprise V3,6,100.0,91.00166666666667,10.691666666666668,7.6,6377.950000000001,62929.51,57405.28999999999,0.3846153845857988,0.99999999999,0.6940383089416058,0.42997079088860457,0.909845788850417,0.6849761902762834,66.14871390617674
DRN-0376,Custom,PX4 Surveyor X8,4,100.0,88.19,19.5375,0.0,0.0,81346.09,76729.49,0.2307692307514793,0.99999999999,0.5984359061340211,0.5687806943310952,1.0,1.0,66.1213832471692
DRN-0393,Autel,Autel Alpha,4,100.0,96.7675,16.065,3.7,1625.5,57165.56,51985.61,0.2307692307514793,0.99999999999,0.8900884052740534,0.39104005856906754,0.9561091340455977,0.9197122582168407,66.10101065056931
DRN-0723,DJI,Matrice 400,6,100.0,90.12333333333333,23.005,2.7,2216.59,55887.4,48607.34,0.3846153845857988,0.99999999999,0.6641731837017736,0.36677321531021784,0.9679715302494902,0.8905167606526403,66.04574578188404
DRN-0418,Custom,PX4 Surveyor X8,5,100.0,90.15799999999999,18.368000000000002,12.7,1508.64,73812.65,68669.7,0.30769230766863903,0.99999999999,0.6653519210926431,0.5108854815064116,0.8493475682105653,0.9254842825199966,66.01119323268951
DRN-0487,Custom,PX4 Surveyor X8,6,83.33333333333334,89.60166666666667,13.104999999999999,14.5,1876.54,95206.5,87734.45999999999,0.3846153845857988,0.833333333325,0.6464354527718543,0.6478317713789163,0.8279952550435588,0.9073127290275178,65.9184013624993
DRN-0545,Autel,EVO II Enterprise V3,5,100.0,89.56,22.512,16.5,1659.46,78547.29000000001,73465.31,0.30769230766863903,0.99999999999,0.6450187011001354,0.545333384190499,0.8042704626357737,0.9180348840483041,65.90713493837725
DRN-0334,Autel,EVO II Enterprise V3,8,87.5,91.97375,30.34,49.1,12637.699999999999,100786.82999999999,92135.98,0.5384615384201183,0.87499999999125,0.7270911254428053,0.6794488404529372,0.4175563463888783,0.3757905909978265,65.88639856986295
DRN-0498,DJI,Mavic 3 Enterprise,5,100.0,89.894,29.406,20.6,3508.25,83941.77,78679.1,0.30769230766863903,0.99999999999,0.6563753825006334,0.5827851641591096,0.7556346381998145,0.8267182589290871,65.88357938880125
DRN-0363,DJI,Mavic 3 Enterprise,6,100.0,91.46333333333332,25.83,23.9,5834.49,72161.53,66214.68,0.3846153845857988,0.99999999999,0.7097359174642498,0.4932505424585139,0.7164887307269694,0.7118191162372036,65.85041711398472
DRN-0363,Custom,ArduPilot Agro Hexa,5,100.0,92.94800000000001,6.4079999999999995,21.6,5228.22,75509.7,71332.96,0.30769230766863903,0.99999999999,0.7602176130309347,0.5300162534629349,0.7437722419959221,0.7417643941276226,65.84244134678603
DRN-0200,DJI,Mavic 3 Enterprise,5,100.0,90.644,20.174,3.7,1643.02,63893.53,58526.97,0.30769230766863903,0.99999999999,0.6818769125915718,0.43802806065880845,0.9561091340455977,0.9188468991051575,65.83634842949748
DRN-0583,Custom,ArduPilot Agro Hexa,5,100.0,92.77000000000001,33.06400000000001,3.2,2388.75,56838.84,50983.34,0.30769230766863903,0.99999999999,0.7541652498893521,0.3838405366264616,0.962040332147544,0.8820133231716261,65.71206710966906
DRN-0736,DJI,Mavic 3 Enterprise,8,87.5,87.60875,38.2825,18.7,2601.83,72345.21,63982.39,0.5384615384201183,0.87499999999125,0.5786722203135439,0.47721552111969334,0.7781731909872103,0.8714887387242833,65.70010779087475
DRN-0397,DJI,Matrice 400,5,100.0,89.864,15.488,13.1,1606.31,76023.51,68019.64,0.30769230766863903,0.99999999999,0.6553553212969958,0.5062159600860254,0.8446026097290082,0.9206601030429366,65.69628332514618
DRN-0240,Custom,ArduPilot Agro Hexa,4,100.0,98.1125,18.305,3.9,2457.01,49551.29,45063.97,0.2307692307514793,0.99999999999,0.9358211492371362,0.34132042308280264,0.9537366548048193,0.8786417813358103,65.56353192347733
DRN-0484,Custom,ArduPilot Agro Hexa,5,100.0,94.728,16.822,29.7,3281.27,72200.41,66265.29,0.30769230766863903,0.99999999999,0.8207412444467614,0.49361408502240917,0.6476868327443928,0.8379294011191465,65.54222339165524
DRN-0210,DJI,Matrice 400,6,100.0,88.00666666666666,19.71166666666667,0.0,0.0,53718.94,46348.42,0.3846153845857988,0.99999999999,0.5922021987784583,0.35054690492819374,1.0,1.0,65.50935569463573
DRN-0653,Custom,PX4 Surveyor X8,6,100.0,88.91666666666667,33.595,7.2,2237.52,58868.439999999995,52733.740000000005,0.3846153845857988,0.99999999999,0.6231440552887972,0.3964140379867113,0.914590747331974,0.8894829726270964,65.48414853991638
DRN-0583,DJI,Matrice 400,7,85.71428571428571,89.0657142857143,21.344285714285714,1.1,2173.01,68525.68,58102.049999999996,0.4615384615029586,0.8571428571342856,0.6282119784116315,0.43497576849816094,0.9869513641757183,0.8926692920503088,65.42258811407753
DRN-0199,DJI,Matrice 400,6,100.0,88.985,20.465,2.3,2441.36,55747.53,48323.49,0.3846153845857988,0.99999999999,0.6254675280304158,0.36473425943664217,0.9727164887310472,0.8794147762044086,65.41632149191656
DRN-0321,DJI,Matrice 400,5,100.0,93.252,39.194,12.0,4938.76,65019.71000000001,58491.1,0.30769230766863903,0.99999999999,0.7705542332277946,0.437770398699375,0.8576512455532901,0.7560615886748716,65.36284956277765
DRN-0273,DJI,Mavic 3 Enterprise,7,85.71428571428571,87.81428571428572,41.96714285714285,8.3,2091.82,74479.82,67574.24,0.4615384615029586,0.8571428571342856,0.5856608539170368,0.503016555660834,0.9015421115076923,0.896679480764781,65.31109540680417
DRN-0471,DJI,Mavic 3 Enterprise,8,62.5,92.76375,22.59875,37.1,5641.14,116246.62,106708.4,0.5384615384201183,0.62499999999375,0.7539527371385939,0.7841256815704696,0.5599051008355883,0.7213691838310357,65.28424007634607
DRN-0741,DJI,Mavic 3 Enterprise,6,100.0,90.97166666666665,26.98,15.3,6284.94,65423.67,57396.14,0.3846153845857988,0.99999999999,0.6930182477379677,0.42990506446181853,0.8185053380804448,0.6895702000352817,65.24166400068172
DRN-0197,DJI,Matrice 400,6,100.0,87.79,30.338333333333335,18.5,4904.92,78108.28,68884.41,0.3846153845857988,0.99999999999,0.5848350900855209,0.5124277898228303,0.7805456702279888,0.7577330357262049,65.23058864304531
